-0.094122,0.34861,-0.087363,0.13985,0.0049618,-0.080909,-0.058176,0.295,0.10469,-0.066321,0.25063,0.046063,0.3627,0.066758,-0.068909,-0.31581,-0.20978,0.056167,0.06473,-0.041712,0.011475,0.098733,0.029849,0.070078,-0.04853,-0.23544,0.30233,-0.019193,-0.17988,-0.071918,0.085807,0.00031155,-0.055068,-0.012178,0.2136,-0.09163,0.082742,0.065894,0.0081409,-0.041255,-0.060766,0.79893,-0.040231,0.094545,0.039856,0.026024,-0.088096,-0.014626,-0.063068,0.0056106,-0.13598,-0.075217,-0.0048558,-0.15844,0.13612,-0.12486,-0.056759,-0.01189,-0.023811,-0.062734,0.071803,-0.033942,0.17157,-0.059924,-0.0039223,-0.11771,-0.045793,-0.044217,-0.31648,-0.077088,-0.024057,0.75585,0.68855,-0.099566,0.074861,-0.2294,-0.095231,-0.025609,-0.12524,-0.0096413,-0.094976,-0.10165,-0.067094,-0.20884,-0.10614,-0.091847,-0.07683,0.038355,0.033235,-0.08141,0.011445,0.032432,-0.05395,0.30631,0.0016078,0.042298,-0.033518,-0.06227,0.088465,0.45057
0.04424,-0.51089,0.076723,0.068462,-0.10192,-0.010311,0.16486,-0.026857,0.10491,-0.031829,-0.2593,-0.044116,-0.013673,0.062792,-0.21807,-0.40356,-0.025566,0.041397,-0.037941,0.08493,-0.081617,0.090394,-0.26623,-0.083802,-0.046752,0.13196,0.64716,0.026613,-0.2044,0.071134,-0.058447,0.07121,0.16078,0.11718,-0.08374,-0.085047,0.66804,0.17396,0.010269,-0.054288,-0.058467,-0.088124,-0.00039352,-0.08384,-0.44848,0.050976,0.065909,0.094592,0.12701,0.11327,0.11711,-0.16412,-0.02151,0.14388,0.065386,0.12528,0.18575,0.041446,0.066187,0.01431,-0.0058446,-0.41544,-0.010673,-0.10527,0.075154,-0.18206,0.34228,-0.27886,-0.040518,-0.070636,0.064808,0.38595,0.067929,0.030759,0.11647,-0.071951,-0.043427,-0.22235,0.24325,-0.030245,-0.042568,-0.16965,-0.21416,-0.030633,0.019976,-0.029895,-0.1219,0.022051,-0.071535,-0.073635,0.11541,-0.06448,0.52601,0.34021,0.026728,-0.084531,-0.016783,-0.043189,-0.035548,0.24115
0.034655,-0.15342,-0.064643,-0.10207,-0.0039646,0.68044,0.12357,-0.076504,-0.21333,0.00082661,-0.1491,-0.055804,-0.051743,-0.017723,-0.068304,0.52226,-0.0039811,0.041445,0.13941,-0.063913,-0.062797,0.070768,0.14433,-0.042518,0.046057,0.34366,0.024771,-0.072702,-0.092528,-0.03253,-0.045193,-0.042708,-0.050119,0.09079,-0.021015,-0.17138,-0.13245,0.0025354,-0.11361,-0.13036,0.026308,-0.24736,-0.0054909,-0.17104,0.61199,-0.15947,-0.06162,0.037049,-0.10285,-0.2764,-0.18945,-0.14057,0.023218,0.064394,-0.0023958,-0.069564,0.10959,0.03345,0.050409,-0.066566,-0.085023,0.2328,-0.025339,0.59329,-0.025168,0.045911,0.66074,-0.27376,-0.31927,-0.008809,0.11179,-0.28802,-0.21922,-0.029347,-0.26172,0.059913,0.055058,-0.21416,-0.15695,-0.028092,-0.015523,-0.071684,-0.2144,0.32302,-0.51785,0.059727,-0.032347,0.15998,-0.080324,0.1283,-0.080996,-0.12036,0.1699,-0.11158,0.020612,0.048543,0.010897,0.17321,-0.066695,0.3181
-0.057626,0.46588,0.0087243,-0.052774,0.021326,-0.40378,-0.038552,0.11674,0.7571,-0.059581,0.11007,-0.081309,-0.11367,0.08929,0.45518,0.09265,-0.036098,0.0036361,-0.054175,0.048811,-0.06381,0.052607,-0.083403,-0.10836,0.21975,-0.25881,-0.11747,-0.10598,0.19785,0.1005,-0.049922,-0.061474,-0.13603,0.053512,0.15796,-0.018757,0.060929,-0.096193,0.063886,0.10433,0.10459,-0.13573,0.07261,0.064959,-0.15115,0.077179,0.097629,-0.18563,0.058297,0.1919,0.1341,-0.043353,0.068943,0.053983,0.082636,-0.17668,-0.0752,-0.0012431,-0.018722,-0.014455,-0.014266,-0.33825,0.076214,-0.14209,-0.022502,-0.035142,-0.39209,0.056123,0.39291,-0.0022314,-0.023529,-0.041056,0.10313,-0.10766,0.31911,-0.32284,-0.021785,-0.27154,-0.20279,-0.00029195,0.097545,0.10718,0.038713,-0.025954,-0.11432,-0.1332,0.27278,-0.0025179,0.04456,-0.064354,0.079265,0.059115,-0.15245,-0.094355,0.02495,-0.014413,0.049362,-0.13369,-0.035863,-0.14815
-0.0454,-0.36538,-0.023165,0.026181,-0.074425,0.23669,-0.15827,-0.2003,0.022367,-0.037681,0.20298,0.0051231,0.10927,-0.055198,-0.12032,0.19285,0.041567,-0.036611,-0.045454,-0.069294,0.049383,-0.025173,0.3835,0.49746,0.042943,0.05301,-0.11382,-0.14,-0.17338,-0.15478,-0.040147,0.00019513,-0.028897,0.043783,0.010318,0.14135,-0.14377,-0.14757,-0.01728,0.037282,0.014614,-0.15686,0.085629,-0.010212,0.59962,-0.043269,0.049615,0.016607,-0.017865,-0.29608,-0.1206,0.45711,-0.029188,0.069313,-0.031471,0.036168,-0.11016,-0.076411,-0.012738,0.00074969,0.040857,0.7095,-0.048739,-0.20882,0.043612,0.060829,-0.32823,0.077048,0.19872,-0.054386,0.024343,-0.055845,-0.10027,-0.0368,-0.10121,0.66061,-0.013461,0.31897,0.10541,0.018817,-0.09396,-0.023794,0.028811,-0.20454,0.28923,-0.10312,0.13338,0.17547,-0.10661,-0.39254,-0.037936,-0.059438,-0.33796,-0.1294,-0.32163,0.055149,0.010972,0.15336,-0.035909,-0.21778
-0.045418,-0.16534,-0.010596,-0.016475,0.19587,-0.27665,0.01847,-0.037632,0.01877,0.049161,-0.11697,-0.051789,-0.017501,-0.053005,-0.20439,-0.35209,0.28939,-0.0171,-0.09334,-0.050477,0.059149,0.091384,0.061771,-0.040532,-0.12241,-0.17861,-0.30138,-0.049432,0.36556,-0.10028,0.022144,0.032882,-0.11011,-0.0047628,0.13963,-0.081272,0.080275,0.11288,0.081915,0.053612,0.033908,-0.092983,0.072582,-0.10827,-0.30352,-0.11089,0.072221,0.17297,-0.12353,0.055882,-0.042861,0.085472,0.076872,0.073068,-0.010436,-0.044747,-0.21054,0.0020976,0.02436,-0.045355,-0.052549,0.31935,-0.021305,-0.14618,-0.0075563,0.16616,-0.30682,0.38421,-0.18446,0.036373,-0.022689,0.12346,-0.020387,-0.0442,-0.21321,-0.064424,-0.071595,0.77578,0.096359,-0.081279,0.021945,0.029024,-0.0006023,-0.23525,-0.074552,0.063263,-0.052115,-0.08698,0.1589,-0.34181,-0.073893,0.039465,-0.20344,-0.094585,-0.12337,-0.020514,0.041195,-0.035084,0.035591,-0.25333
0.081863,-0.27482,-0.082124,-0.027405,-0.13312,0.11504,-0.075071,0.18714,-0.091846,0.073151,0.088075,0.035047,0.03641,-0.03622,0.4166,0.051053,-0.15076,-0.033947,-0.1619,-0.031327,-0.0058593,-0.076016,-0.26949,-0.048975,-0.071473,-0.23683,0.35589,-0.046203,-0.32934,0.29153,0.032901,-0.064165,0.15903,-0.045492,0.076094,-0.030304,-0.24355,-0.11551,0.078756,-0.090645,-0.056431,0.1884,-0.032725,0.096164,-0.28877,0.090112,0.0011738,-0.50421,-0.10488,0.21325,0.29227,-0.041781,-0.081862,-0.17365,0.029577,0.10148,0.069613,0.15264,-0.033581,0.00395,-0.061277,-0.3264,0.21474,0.12546,-0.058505,-0.013818,0.38402,-0.26184,-0.32721,0.087822,-0.09179,-0.033849,-0.15652,0.025717,0.4186,0.32768,0.037329,0.067353,0.031155,0.0051446,0.016662,0.013398,0.094369,-0.069872,0.36282,-0.10502,-0.38489,-0.0019826,-0.022931,0.67965,-0.012106,-0.0087043,-0.21218,0.30699,0.078939,-0.096172,0.070986,0.11423,0.030087,0.16037
0.020649,0.13445,-0.06126,0.048856,-0.055684,0.03235,0.21909,0.33807,-0.21679,-0.08557,-0.29317,-0.060135,-0.21575,-0.08188,-0.036602,0.0052717,-0.0060744,0.00094811,0.079667,0.034442,0.065694,0.052296,0.26992,-0.026032,0.021238,0.40425,-0.06911,0.045222,-0.22416,0.16876,-0.09559,-0.047075,-0.015919,0.04822,-0.17467,-0.13938,0.025682,-0.036796,-0.073006,0.10866,0.055316,-0.33063,0.0080293,0.062611,-0.091894,0.042392,-0.013872,0.75232,0.1061,0.0235,-0.018868,0.31229,-0.027913,-0.014051,-0.030795,-0.15418,-0.054475,-0.066059,0.061878,-0.10195,0.089369,-0.089272,-0.10568,0.0080254,0.10126,-0.051278,0.15788,0.2788,0.32616,0.039268,0.062938,-0.13167,-0.20051,-0.07421,-0.16342,-0.012048,0.046914,0.037735,0.041125,-0.02457,0.048226,-0.075412,0.2629,0.23382,-0.49148,0.01463,-0.26017,0.060642,-0.074275,-0.083197,-0.083872,-0.10507,0.0043933,-0.20763,0.046543,0.06287,0.072566,-0.12832,0.041783,-0.12465
-0.13593,0.52059,0.010195,-0.077528,-0.0043185,-0.16602,-0.087707,-0.11394,-0.39988,0.064538,-0.0085998,0.058572,-0.10035,0.048451,-0.10508,0.5831,-0.12846,-0.0377,-0.11475,-0.027162,-0.041217,0.029861,-0.14717,-0.27075,0.11376,0.23378,-0.59521,0.037905,0.31485,-0.25467,0.025998,-0.064788,0.014902,0.006776,0.026908,-0.13596,-0.32981,-0.11511,0.011589,0.28508,0.020588,0.074751,0.056016,0.0028355,0.48734,-0.023662,-0.020625,-0.43636,0.20667,0.15408,0.2573,0.16382,0.0092396,-0.063733,0.078285,0.088377,-0.019345,-0.078062,-0.076178,0.010535,-0.031571,0.13798,-0.11772,-0.17671,0.024383,0.027174,-0.31092,0.018718,0.63213,-0.089704,-0.12582,-0.24084,-0.10638,-0.03823,-0.30139,-0.089277,0.086796,-0.35447,-0.053542,-0.066193,0.035153,0.011118,0.1359,0.041334,0.10634,-0.03296,0.42776,-0.086342,0.079917,0.55273,-0.037291,-0.018443,0.051397,-0.1472,-0.052736,0.087551,-0.078396,0.10243,-0.079989,-0.26514
0.06542,0.0070374,-0.021138,0.077487,-0.01964,-0.1589,0.20552,-0.13912,-0.00626,0.014077,-0.030989,0.089981,0.078167,0.094706,-0.24659,-0.24692,0.24264,-0.024847,0.091968,-0.051065,0.0079455,-0.062547,-0.04232,-0.056307,0.045485,-0.024629,-0.028609,-0.082768,0.21593,-0.048498,0.11171,0.068792,0.0048423,0.013,-0.038554,0.12969,0.030283,-0.025079,-0.010923,0.13651,0.044592,-0.23629,0.10005,-0.035333,-0.2917,0.17521,0.087664,-0.046419,0.17673,-0.18878,0.0050596,-0.16255,-0.043432,0.23171,-0.032732,-0.010532,0.36675,0.20852,-0.087687,-0.017913,0.020874,-0.26025,0.062233,-0.20388,0.086355,0.1046,-0.29569,0.39597,-0.3454,0.076355,0.26102,-0.30482,-0.13929,0.064066,-0.026202,-0.022269,0.088434,-0.11645,-0.0033638,0.12034,0.090124,0.22543,-0.0095183,0.031826,0.62326,0.12571,0.1327,0.036102,-0.045975,-0.1058,0.045257,-0.039868,0.36015,-0.11896,0.2516,-0.024358,-0.0020755,-0.011341,0.015891,-0.089426
